Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,pur_prc_amt,DTI Ratio,OUTCOME,Median_state_inc
30,196286,95,659,N,1872,3957,242953,0.473086,non-default,"49,894"
56,191200,80,699,N,0,5025,255000,0,non-default,"44,228"
35,251750,95,601,Y,1055,2686,60000,0.392777,non-default,"39,000"
23,112157,102,681,N,712,3050,85000,0.233443,non-default,"40,171"
40,85500,90,636,N,3565,11950,332870,0.298326,non-default,"56,772"
38,147500,90,685,Y,1655,3420,123790,0.483918,non-default,"40,171"
34,54500,85,673,Y,2549,8000,202000,0.318625,non-default,"40,171"
41,242450,98,621,Y,760,2600,120525,0.292308,non-default,"43,217"
42,152148,102,755,N,1015,2416,67000,0.420116,non-default,"44,286"
28,73800,90,730,N,0,5534,190000,0,non-default,"38,111"
40,316800,95,687,N,1873,5025,259000,0.37276,non-default,"56,763"
23,96000,91,678,N,1607,4000,146500,0.40175,non-default,"42,590"
35,149600,80,715,N,2667,3500,156500,0.762,non-default,"43,217"
36,240350,95,752,N,1926,3333,127104,0.577858,non-default,"39,326"
55,369000,90,665,N,2948,10240,293000,0.287891,non-default,"56,772"
54,134307,90,788,N,3602,10332,293550,0.348626,non-default,"44,228"
23,87650,100,622,N,0,8500,359000,0,non-default,"49,894"
37,180000,77,552,Y,1832,2936,66000,0.623978,default,"43,003"
42,232000,90,682,N,1883,3445,154900,0.546589,non-default,"49,894"
26,108000,95,709,Y,2098,5500,215000,0.381455,non-default,"49,894"
24,233100,90,645,N,0,5025,174115,0,non-default,"41,275"
42,271450,90,764,N,3733,11340,144000,0.329189,non-default,"41,275"
26,245800,98,627,N,0,5025,137900,0,non-default,"40,171"
28,105250,90,770,N,1352,3966,147920,0.340898,non-default,"46,984"
39,124484,100,736,N,2517,7370,157000,0.34152,non-default,"53,275"
36,230000,100,693,N,1188,2135,70000,0.55644,non-default,"45,787"
24,141250,88,690,N,1250,6000,141250,0.208333,default,"48,688"
32,106500,98,703,N,0,6800,272000,0,non-default,"49,894"
39,181000,100,758,Y,1695,3293,125000,0.514728,non-default,"41,275"
50,279000,90,710,N,2718,10490,266001,0.259104,non-default,"39,326"
26,77800,95,753,Y,1532,4083,164000,0.375214,non-default,"38,111"
34,127370,100,630,N,2715,3549,171900,0.765004,non-default,"43,217"
33,239200,80,786,Y,715,1155,80000,0.619048,non-default,"40,171"
24,134200,99,736,N,1818,5175,102000,0.351304,non-default,"56,763"
41,110000,100,750,Y,383,2643,45000,0.144911,non-default,"39,326"
24,114007,90,681,N,1646,6667,114007,0.246888,non-default,"40,171"
30,224800,100,702,N,2326,5025,185000,0.462915,non-default,"40,171"
48,106200,90,607,Y,960,3495,112000,0.274678,non-default,"42,590"
41,132000,100,608,N,2213,5612,207500,0.394334,non-default,"45,787"
24,154000,100,750,N,1828,4833,286000,0.378233,non-default,"49,894"
36,273000,90,547,Y,1479,1804,91500,0.819845,non-default,"40,171"
27,162750,100,656,N,2400,5037,224127,0.476474,non-default,"39,326"
41,194000,93,762,N,1593,4297,96400,0.370724,non-default,"42,590"
36,166100,95,679,Y,995,2500,86000,0.398,non-default,"39,000"
35,76500,100,666,N,830,4000,95000,0.2075,non-default,"39,000"
29,117900,100,704,Y,0,6000,180000,0,non-default,"49,894"
75,111000,100,767,Y,2032,3333,90000,0.609661,non-default,"35,523"
37,82500,100,658,N,1830,3463,191359,0.528444,non-default,"43,217"
37,133000,100,704,Y,1718,2625,200000,0.654476,non-default,"53,275"
49,174000,99,684,N,1038,4700,135000,0.220851,non-default,"56,763"
38,153200,79,759,Y,1116,3171,105200,0.351939,non-default,"39,000"
38,98750,100,545,N,931,4408,122500,0.211207,non-default,"45,787"
29,92365,102,590,N,1067,4628,145000,0.230553,non-default,"45,787"
22,142500,95,678,Y,1873,6000,183250,0.312167,non-default,"44,476"
37,123988,100,743,N,2459,6353,340000,0.387061,non-default,"49,894"
44,103000,100,587,N,2195,6166,272000,0.355984,non-default,"39,000"
33,142500,95,735,N,1005,3970,64000,0.253149,non-default,"35,523"
49,223250,95,725,N,1076,2293,115000,0.469254,non-default,"49,894"
34,185600,97,779,N,1812,5000,140185,0.3624,non-default,"33,659"
60,98000,80,724,N,2237,5680,295000,0.393838,non-default,"53,275"
50,125000,90,681,Y,2038,3491,192900,0.583787,non-default,"43,217"
30,322700,90,688,Y,1065,2498,78000,0.426341,non-default,"52,354"
34,216702,102,628,Y,1232,2950,82500,0.417627,non-default,"40,171"
31,75200,80,801,N,1753,5716,315000,0.306683,non-default,"45,787"
40,184000,80,738,Y,736,2253,65000,0.326676,non-default,"51,022"
26,230700,95,737,N,838,2387,114400,0.351068,non-default,"43,217"
37,254370,95,676,N,924,5025,95000,0.183892,non-default,"41,275"
31,115000,95,699,N,1804,3250,165000,0.555077,non-default,"35,523"
40,191900,95,681,N,1410,3000,157490,0.47,non-default,"40,171"
48,78050,85,688,N,1962,6500,247113,0.301846,non-default,"44,228"
47,115900,99,585,Y,2434,6496,185000,0.374692,non-default,"39,000"
40,269990,102,762,N,326,2300,40000,0.141739,non-default,"42,590"
37,173800,95,772,N,0,12500,389900,0,non-default,"44,228"
46,149205,102,740,Y,1252,3610,72000,0.346814,non-default,"38,550"
36,280000,100,647,N,4009,5025,183750,0.797861,non-default,"40,171"
36,240340,95,763,N,1357,3599,145000,0.377049,non-default,"53,275"
28,74500,97,660,Y,950,2455,84950,0.386965,non-default,"53,275"
37,158000,100,677,N,1261,2632,168900,0.479103,non-default,"47,220"
40,228882,102,714,Y,0,5025,122000,0,non-default,"56,772"
28,125200,100,684,N,1655,6395,192700,0.258796,non-default,"49,894"
32,250000,100,759,N,992,4175,120000,0.237605,non-default,"46,984"
28,123000,100,568,Y,1945,3257,139000,0.597175,non-default,"49,894"
37,129200,95,688,N,1894,4345,160000,0.435903,non-default,"49,894"
31,137025,102,796,N,2440,5583,251990,0.437041,non-default,"55,914"
34,193000,100,751,N,847,2362,104500,0.358594,non-default,"40,171"
54,278866,100,697,N,1599,3088,161645,0.517811,non-default,"43,217"
41,245000,89,607,N,0,2675,157000,0,non-default,"50,152"
23,105350,95,709,Y,4204,7395,287000,0.568492,non-default,"49,894"
22,114000,95,636,N,1488,3275,136020,0.454351,non-default,"43,217"
28,74000,100,786,N,1789,7098,155000,0.252043,non-default,"53,275"
54,203000,102,632,N,1031,1678,67000,0.614422,non-default,"38,111"
21,65250,90,705,N,2965,7997,130000,0.370764,non-default,"56,763"
53,108000,80,720,N,1587,3333,100000,0.476148,non-default,"53,275"
54,284400,79,714,N,0,5025,69500,0,non-default,"40,171"
28,137100,100,552,Y,2298,4679,185900,0.491131,non-default,"43,217"
33,270000,100,655,N,979,3060,82000,0.319935,non-default,"53,275"
37,153000,100,677,N,1704,3723,225000,0.457695,non-default,"52,354"
26,129900,97,770,N,1576,6193,167000,0.254481,non-default,"49,894"
31,173521,94,628,Y,1624,3200,100950,0.5075,non-default,"41,275"
43,79800,100,662,N,2349,6000,258000,0.3915,non-default,"51,022"
46,198196,95,714,N,2222,5025,205000,0.442217,non-default,"42,617"
40,137500,100,771,N,1983,4630,231800,0.428294,non-default,"52,354"
32,108000,90,752,N,1582,5252,168000,0.301219,non-default,"39,000"
43,179617,81,699,N,1007,3000,165000,0.335667,non-default,"51,022"
21,213400,97,661,N,1229,3236,123304,0.37979,non-default,"42,590"
24,149500,99,760,N,800,2917,70000,0.274254,non-default,"39,000"
31,116000,100,673,N,1873,3968,105000,0.472026,non-default,"40,171"
27,126000,100,678,N,1216,6000,141000,0.202667,non-default,"43,003"
50,195300,98,686,N,1405,5025,220000,0.27962,non-default,"49,894"
37,274500,90,726,N,1540,8743,233000,0.176141,non-default,"38,111"
29,132000,100,712,N,1221,3196,135000,0.38204,non-default,"39,000"
37,147900,100,773,N,806,2794,91900,0.288475,non-default,"40,171"
34,177600,80,637,N,2392,5248,118900,0.455793,non-default,"40,171"
30,72653,97,616,N,1194,3732,131075,0.319936,non-default,"50,152"
27,69840,97,691,N,2958,6514,384900,0.454099,non-default,"53,275"
52,145400,88,770,N,2076,2453,130000,0.846311,non-default,"42,617"
49,223198,102,691,N,0,5025,175000,0,non-default,"42,617"
37,276000,80,716,N,1395,8600,265500,0.162209,non-default,"49,894"
42,322700,80,719,N,601,1582,74810,0.379899,non-default,"44,286"
63,231750,90,805,N,3917,10000,418000,0.3917,non-default,"48,688"
28,217550,95,693,Y,1806,3638,201000,0.496427,non-default,"55,970"
28,90150,95,664,N,2801,16500,360000,0.169758,non-default,"41,275"
27,261000,90,728,N,3426,17569,380000,0.195003,non-default,"56,772"
36,298800,90,583,N,1114,2392,89900,0.465719,non-default,"38,550"
37,130500,90,658,N,2278,5525,123001,0.412308,non-default,"44,286"
37,88000,89,769,N,1169,6530,105000,0.17902,non-default,"40,171"
37,121000,100,716,N,2080,4100,160500,0.507317,non-default,"38,550"
40,72000,100,717,N,1314,4589,92000,0.286337,non-default,"43,003"
42,125000,100,750,N,1106,3448,83900,0.320766,non-default,"38,111"
27,84143,102,768,N,1149,5017,140000,0.229021,non-default,"49,894"
40,96000,100,734,N,2731,5860,147000,0.466041,non-default,"40,171"
28,163780,95,613,Y,1699,4225,81000,0.40213,non-default,"41,275"
39,50000,59,766,Y,2472,12000,250957,0.206,non-default,"43,217"
48,97000,93,741,Y,3446,6361,275000,0.541739,non-default,"49,894"
37,106200,90,762,N,683,684,91000,0.998538,non-default,"44,476"
37,114600,85,619,N,3700,9166,273900,0.403666,non-default,"41,275"
37,322700,63,663,N,2639,5025,345000,0.525207,non-default,"44,228"
63,151665,100,706,N,1084,1924,83000,0.56341,non-default,"40,171"
25,178194,100,613,Y,528,1995,140902,0.264662,non-default,"41,275"
39,180000,100,759,N,679,4270,85000,0.159016,non-default,"47,220"
45,185900,100,773,N,1438,2919,160000,0.492634,non-default,"44,476"
30,184628,101,572,Y,1437,2773,197500,0.518211,non-default,"43,217"
74,100000,80,758,N,2283,6924,161767,0.329723,non-default,"40,171"
58,155000,100,755,N,1194,3619,119450,0.329925,non-default,"44,286"
35,66000,100,735,Y,4000,8500,295000,0.470588,non-default,"49,894"
32,77900,95,660,N,0,5025,335000,0,non-default,"44,228"
33,148150,95,735,Y,3717,7650,166500,0.485882,non-default,"43,217"
30,200000,80,622,N,1121,3500,92000,0.320286,non-default,"53,275"
35,200000,91,692,N,2104,4642,166900,0.453253,non-default,"33,659"
60,229500,85,667,N,1664,5025,112000,0.331165,non-default,"40,171"
28,84900,100,645,N,2926,6815,190000,0.429347,non-default,"53,275"
30,105500,100,638,Y,3623,6917,241896,0.523782,non-default,"41,275"
25,144500,100,728,Y,2592,6087,190000,0.425826,non-default,"49,894"
45,196100,74,700,N,1931,3511,73000,0.549986,non-default,"46,984"
30,96000,97,687,Y,3657,6649,254900,0.550008,non-default,"50,152"
22,144000,80,590,N,1200,2280,114100,0.526316,default,"39,000"
34,253648,102,764,N,1531,2333,125000,0.656237,non-default,"33,659"
30,284200,98,695,Y,1774,2958,77500,0.59973,non-default,"53,275"
26,85250,98,787,N,3316,7250,220000,0.457379,non-default,"38,111"
22,72750,97,582,Y,2310,6338,143205,0.364468,default,"39,000"
27,162298,102,747,N,706,4113,92900,0.171651,non-default,"47,220"
45,158600,95,701,Y,537,3552,32000,0.151182,non-default,"44,286"
37,89900,100,677,N,2983,5748,216719,0.518963,non-default,"42,590"
44,155000,100,674,N,1267,2947,104000,0.429929,non-default,"44,286"
43,148198,92,660,N,0,5025,525000,0,default,"49,894"
36,117400,86,743,N,2207,4787,149500,0.46104,non-default,"33,948"
33,237500,95,638,N,703,2167,92700,0.324412,non-default,"43,217"
27,96400,100,753,N,1946,4059,208000,0.479428,non-default,"43,725"
41,209000,95,771,N,2988,11783,231450,0.253586,non-default,"35,523"
37,185000,100,700,Y,803,2203,100330,0.364503,non-default,"43,217"
30,193000,100,619,N,1900,3373,170000,0.563297,non-default,"39,000"
33,213650,95,743,Y,1191,2337,102500,0.509628,non-default,"44,476"
22,82800,80,778,N,2452,5025,300000,0.487991,non-default,"52,354"
33,76332,95,563,N,1164,3163,119900,0.368005,default,"45,787"
22,175000,100,792,N,1186,5000,115000,0.2372,non-default,"51,022"
42,132000,85,750,N,1694,4114,172000,0.411765,non-default,"44,623"
40,187900,100,720,N,4444,11907,230000,0.373226,non-default,"53,275"
32,141200,80,763,N,909,2912,105000,0.312157,non-default,"40,171"
37,155150,100,744,Y,3758,5025,314000,0.747908,non-default,"45,787"
30,184222,102,668,Y,1320,2547,75000,0.518257,non-default,"41,275"
50,103000,98,683,N,853,5025,149900,0.169762,non-default,"43,988"
48,132800,98,568,N,1837,3634,138000,0.505504,non-default,"45,787"
38,78900,100,759,N,2912,7883,500000,0.369403,non-default,"44,228"
44,78300,97,752,N,2196,8233,325000,0.266731,non-default,"49,894"
31,139000,100,642,N,2212,4883,188260,0.453,non-default,"46,984"
37,57900,93,661,N,1635,7927,57900,0.206257,non-default,"39,000"
28,167450,99,712,N,2226,5191,115000,0.428819,non-default,"49,894"
37,120800,100,722,N,843,3551,137920,0.237398,non-default,"46,984"
29,155540,95,694,N,2242,4000,285000,0.5605,non-default,"56,772"
37,56250,75,682,N,2468,7909,174618,0.31205,non-default,"39,326"
28,117700,95,656,Y,1737,2936,143725,0.591621,non-default,"43,217"
36,186000,88,659,Y,1117,3081,121981,0.362545,non-default,"42,590"
31,247500,90,742,N,2791,5025,200000,0.555458,non-default,"46,199"
36,100900,97,542,N,1414,4454,169900,0.317467,non-default,"43,217"
31,207594,92,713,Y,2483,4202,271000,0.590909,non-default,"40,171"
56,382500,85,693,N,3091,10169,217800,0.303963,non-default,"44,476"
37,122400,80,635,N,2701,5725,94500,0.47179,non-default,"41,275"
44,344250,85,638,N,1819,5025,230000,0.362013,non-default,"42,590"
35,135000,100,746,N,1562,2778,170000,0.562275,non-default,"37,396"
23,152314,95,692,N,1706,3521,137020,0.484521,default,"43,217"
25,161500,95,768,N,1384,3676,125000,0.376496,non-default,"44,160"
28,118000,100,688,N,1650,5333,167000,0.309394,default,"41,275"
45,177650,90,612,Y,1240,1947,120000,0.636877,non-default,"40,171"
23,108400,100,730,N,3227,7384,198000,0.437026,non-default,"39,000"
33,192850,102,783,N,1492,3999,93000,0.373093,non-default,"41,275"
40,279450,97,744,N,1785,2269,128500,0.78669,non-default,"38,550"
24,128250,95,611,N,695,4235,101000,0.164109,non-default,"43,988"
31,202450,100,755,N,585,1773,70001,0.329949,default,"40,171"
28,183000,100,684,N,999,2777,113500,0.359741,non-default,"42,617"
37,312000,80,752,N,1822,9332,151700,0.195242,non-default,"39,000"
38,54000,90,710,N,1180,4966,54000,0.237616,default,"47,220"
29,44500,89,763,N,1407,7792,194500,0.18057,non-default,"53,275"
28,258750,90,730,N,1307,3400,145000,0.384412,non-default,"53,275"
30,48300,95,734,N,1624,4500,48300,0.360889,non-default,"51,022"
31,237500,95,693,Y,573,1555,65000,0.368489,non-default,"43,988"
52,166250,95,758,N,1098,2573,130000,0.426739,non-default,"43,003"
64,147300,86,736,N,2025,3033,289900,0.667656,non-default,"49,894"
63,200000,72,746,N,2487,6267,280000,0.396841,non-default,"49,894"
30,162000,99,755,N,1384,3200,175000,0.4325,non-default,"49,894"
53,65000,100,737,N,1767,6667,192900,0.265037,non-default,"39,000"
49,242250,90,625,Y,0,5025,230000,0,non-default,"44,228"
26,165870,97,712,N,0,4000,151200,0,non-default,"45,787"
33,278081,102,672,Y,1120,3437,109900,0.325866,non-default,"43,217"
25,122000,100,724,N,1259,5112,142000,0.246283,non-default,"53,275"
35,179000,100,541,N,1213,2719,103000,0.44612,default,"39,000"
37,229500,90,551,Y,1642,2532,144950,0.648499,non-default,"43,217"
41,181076,100,612,N,2553,5875,183055,0.434553,non-default,"40,171"
37,82000,100,798,N,1057,4300,152284,0.245814,non-default,"43,217"
37,59490,85,716,N,1412,3444,144900,0.409988,non-default,"50,152"
30,151000,95,669,N,2946,5339,300000,0.551789,non-default,"49,894"
70,75550,97,723,N,2475,6501,360000,0.380711,non-default,"44,228"
44,225450,84,788,Y,2603,4733,189900,0.549968,non-default,"56,772"
23,87500,100,635,N,2459,6483,158890,0.3793,non-default,"41,275"
30,240000,80,626,N,2596,5025,109000,0.516649,non-default,"38,550"
50,125000,100,704,N,1769,5263,125000,0.33612,non-default,"49,894"
27,102250,95,594,N,2448,6733,240001,0.363582,non-default,"49,894"
37,63900,60,668,N,2709,6992,288100,0.387443,non-default,"49,894"
27,258000,100,709,N,0,5025,285000,0,non-default,"49,894"
26,294500,91,644,N,0,20000,570000,0,non-default,"44,228"
47,123200,100,607,N,2230,6000,198000,0.371667,non-default,"52,354"
37,129600,80,748,N,1360,4750,129600,0.286316,non-default,"44,286"
37,199500,95,763,N,660,3018,72500,0.218688,non-default,"47,220"
28,147700,100,606,N,1444,3709,118072,0.389323,non-default,"43,217"
37,159253,102,717,N,1431,3529,150000,0.405497,non-default,"40,171"
41,103000,86,765,Y,1494,6474,118500,0.230769,non-default,"39,000"
46,269450,93,682,N,0,5025,156000,0,non-default,"44,286"
37,251150,80,603,N,0,5025,179900,0,non-default,"40,171"
39,84500,100,675,N,662,6420,82500,0.103115,non-default,"39,000"
37,114750,85,638,Y,2676,5500,203235,0.486545,non-default,"46,984"
43,174150,98,613,N,470,1635,49900,0.287462,non-default,"44,286"
64,116600,99,685,N,0,7000,116600,0,non-default,"41,275"
45,211900,80,661,Y,2064,5025,288000,0.410772,non-default,"44,228"
30,105000,100,568,N,1544,3914,143025,0.394481,non-default,"43,217"
30,95000,100,667,Y,5074,7792,317500,0.651181,non-default,"53,275"
32,87000,100,638,N,1267,5200,125995,0.243654,non-default,"41,275"
44,111150,100,668,N,4058,7480,167000,0.542513,non-default,"39,326"
37,216000,80,711,N,5130,9338,179900,0.549368,non-default,"44,160"
42,87300,95,670,N,1808,6000,226600,0.301333,non-default,"44,286"
37,206100,90,777,N,3436,12492,272500,0.275056,non-default,"39,000"
35,264750,75,711,N,1733,3435,56000,0.504512,non-default,"55,970"
51,109520,80,601,N,1556,5417,162000,0.287244,non-default,"42,617"
27,138600,90,608,N,1767,4660,146350,0.379185,non-default,"38,550"
37,221600,80,726,N,1005,2900,132375,0.346552,non-default,"46,984"
27,182350,100,680,N,624,3113,75000,0.20045,default,"37,396"
42,322671,92,683,N,1772,5025,285366,0.352659,non-default,"40,171"
22,94000,100,687,N,3764,7164,441495,0.525405,non-default,"53,123"
35,142800,96,793,N,1052,3246,118809,0.324091,non-default,"46,984"
39,144104,97,755,Y,1197,2383,139000,0.502308,non-default,"40,171"
36,228000,95,659,N,2562,5025,250000,0.509883,non-default,"49,894"
37,207000,100,642,Y,1013,2833,139000,0.357571,non-default,"44,286"
34,130500,90,663,N,1092,3500,138000,0.312,non-default,"46,984"
38,130950,97,753,Y,1701,4736,180000,0.359164,non-default,"57,352"
31,120000,100,752,N,1050,2387,115000,0.439883,non-default,"56,763"
49,165000,100,689,N,2072,3046,105000,0.680236,non-default,"49,894"
24,152010,90,780,N,2631,6300,327275,0.417619,non-default,"39,000"
43,231300,90,665,N,1126,2947,113561,0.382083,non-default,"40,171"
24,116850,95,753,Y,1133,3043,140000,0.37233,non-default,"53,275"
37,213750,95,643,N,4094,5025,164800,0.814778,non-default,"39,326"
23,65000,100,797,N,1611,7500,135000,0.2148,non-default,"42,590"
41,188910,90,652,N,3136,5025,301633,0.624119,non-default,"44,476"
72,72000,88,672,N,878,8125,72000,0.108062,non-default,"45,787"
37,206100,90,586,N,1876,8708,130000,0.215434,non-default,"56,763"
37,225000,100,584,Y,1981,3727,149900,0.531527,non-default,"40,171"
35,54900,90,677,Y,1669,4312,179000,0.387059,non-default,"45,787"
37,242500,71,562,N,796,1907,115700,0.41741,non-default,"43,217"
52,106700,97,673,N,1637,6000,174800,0.272833,non-default,"42,590"
29,110200,95,708,N,2211,16233,110200,0.136204,non-default,"41,275"
37,264000,80,720,N,1575,9026,143000,0.174496,non-default,"39,000"
22,42750,95,732,N,3403,8415,164500,0.404397,non-default,"43,217"
51,96300,90,717,N,2201,7523,175000,0.292569,non-default,"39,000"
54,255000,92,765,N,0,5025,161900,0,non-default,"55,914"
25,47500,100,671,Y,0,7500,161000,0,default,"39,000"
25,110200,95,660,N,1671,5900,110200,0.28322,non-default,"49,894"
30,65000,90,643,N,4906,8273,126000,0.593013,non-default,"40,171"
37,97850,95,635,N,2176,5100,205000,0.426667,non-default,"49,894"
57,56300,100,650,N,2843,7916,191355,0.359146,non-default,"39,326"
42,135232,95,683,Y,1924,4554,104800,0.422486,non-default,"35,523"
33,126825,95,728,N,2616,4896,228000,0.534314,non-default,"42,617"
53,199500,100,650,Y,2116,2300,178300,0.92,non-default,"49,894"
37,121500,90,666,Y,2093,2820,143000,0.742199,non-default,"40,171"
37,88200,90,756,N,0,5025,123900,0,non-default,"56,772"
32,250950,84,736,N,1063,3375,107900,0.314963,non-default,"43,725"
52,78500,87,695,N,1502,6989,201000,0.214909,non-default,"45,787"
42,114000,95,730,Y,2229,5780,131805,0.38564,non-default,"43,217"
37,148800,80,643,N,3659,9000,326500,0.406556,non-default,"48,688"
56,317600,80,567,Y,1162,2080,95900,0.558654,non-default,"40,171"
32,124000,80,781,Y,2094,5329,255000,0.392944,non-default,"49,894"
26,113500,100,673,N,1623,7000,150000,0.231857,non-default,"41,275"
45,140950,100,687,N,1920,6249,212000,0.307249,non-default,"43,217"
48,117350,100,625,Y,2517,5831,290000,0.431658,non-default,"52,354"
32,132500,98,682,N,2050,5000,229000,0.41,non-default,"43,988"
30,67500,90,625,Y,1349,3642,163400,0.370401,non-default,"40,171"
50,107250,95,610,N,1098,3333,170500,0.329433,non-default,"46,984"
23,104300,100,727,N,2653,6172,103150,0.429844,non-default,"41,275"
37,160000,100,715,Y,1499,4052,116000,0.369941,non-default,"47,220"
37,265219,102,650,Y,1790,4732,144900,0.378276,non-default,"40,171"
47,82400,100,639,N,3099,6608,230000,0.468977,non-default,"43,042"
37,271500,97,738,Y,847,2125,81000,0.398588,non-default,"43,042"
44,107900,80,743,N,2114,4276,149000,0.494387,non-default,"38,111"
36,140189,80,730,N,1079,2403,128328,0.449022,non-default,"42,617"
37,122000,100,575,Y,1624,3216,77000,0.504975,non-default,"56,763"
35,284000,100,559,N,1775,3829,78000,0.463568,non-default,"38,550"
37,221000,100,620,Y,1716,3380,168000,0.507692,non-default,"40,171"
37,182700,90,675,Y,1135,2692,111750,0.42162,non-default,"43,217"
18,182000,100,652,Y,1737,3158,132993,0.550032,non-default,"41,275"
28,97850,95,673,N,0,16650,282000,0,non-default,"40,171"
29,126000,100,676,N,1417,4600,179000,0.308043,non-default,"38,550"
41,203700,97,609,N,586,3300,63900,0.177576,non-default,"43,988"
25,199955,102,759,N,921,2566,53500,0.358924,non-default,"44,160"
26,160000,94,642,N,774,2763,35000,0.28013,non-default,"44,286"
29,360000,80,753,Y,2529,15750,206500,0.160571,non-default,"40,171"
23,81050,87,663,N,3109,6475,291864,0.480154,non-default,"49,894"
24,83400,100,572,Y,1956,5558,189900,0.351925,non-default,"45,787"
26,118900,100,612,N,2699,6428,159900,0.419882,non-default,"44,476"
30,148800,80,675,Y,1561,3109,142523,0.502091,non-default,"43,217"
37,107000,79,583,Y,2271,4514,155000,0.503101,non-default,"40,171"
26,91494,100,771,N,3401,6825,290568,0.498315,non-default,"40,171"
39,95900,100,673,N,1452,4213,59900,0.344648,non-default,"44,286"
59,106600,97,594,N,2392,5211,235425,0.459029,non-default,"43,217"
37,250000,69,597,Y,1229,2252,71000,0.545737,non-default,"53,275"
41,140880,100,764,N,1368,3202,57501,0.427233,non-default,"38,281"
23,95000,100,802,N,2174,7514,300000,0.289327,non-default,"53,275"
32,146700,90,778,N,823,1923,55000,0.427977,non-default,"39,000"
29,217900,100,697,Y,545,1175,70000,0.46383,non-default,"41,275"
44,130000,100,757,N,1705,5750,206000,0.296522,non-default,"53,275"
28,66525,100,665,N,0,5025,253000,0,non-default,"56,772"
27,241435,90,531,N,1330,2639,154000,0.503979,non-default,"53,275"
29,86640,95,503,N,1603,4413,137950,0.363245,default,"53,275"
23,206300,99,668,Y,2887,5249,140250,0.55001,non-default,"43,217"
38,70300,95,726,N,2291,6850,70300,0.334453,non-default,"44,228"
30,236900,100,632,Y,2373,6320,295000,0.375475,non-default,"44,228"
37,180000,85,721,N,2968,7805,204000,0.380269,non-default,"44,228"
23,130700,97,665,Y,1369,3697,107400,0.3703,non-default,"41,275"
45,110800,80,644,N,924,1950,120000,0.473846,default,"43,217"
37,114000,95,714,N,0,9600,410990,0,non-default,"49,894"
37,303700,90,695,N,0,5025,85000,0,non-default,"43,988"
42,84500,100,640,N,1753,3700,124900,0.473784,non-default,"43,217"
51,145000,100,703,N,2658,5489,330000,0.484241,non-default,"49,894"
56,124500,100,597,N,1191,3433,113000,0.346927,non-default,"43,217"
51,99900,100,754,N,2182,8011,145000,0.272375,non-default,"39,326"
29,220500,90,743,N,569,1743,82900,0.326449,non-default,"33,948"
47,218300,95,619,N,678,1537,56000,0.441119,non-default,"44,228"
39,133200,90,705,N,2577,4983,259000,0.517158,non-default,"48,688"
66,152250,91,726,N,907,2752,84900,0.329578,non-default,"39,000"
54,44000,80,724,N,1302,5000,44000,0.2604,non-default,"46,984"
25,162000,100,735,N,1829,5700,224999,0.320877,non-default,"46,984"
41,320000,69,537,Y,912,1734,97000,0.525952,non-default,"44,476"
45,184000,80,756,N,3898,11000,214000,0.354364,non-default,"53,275"
34,128155,95,683,Y,1120,2152,135000,0.520446,non-default,"40,171"
51,247700,100,571,Y,1071,2945,79000,0.363667,non-default,"38,550"
34,302350,95,743,N,0,5025,376000,0,non-default,"44,228"
31,251250,75,738,N,5749,14483,205000,0.396948,non-default,"38,550"
39,110700,90,686,N,0,3600,184950,0,non-default,"48,688"
37,238400,80,765,N,1550,5025,112000,0.308477,non-default,"39,000"
47,115200,90,756,Y,1566,2628,126324,0.59589,non-default,"40,171"
31,153000,90,753,Y,1484,2917,143599,0.508742,non-default,"45,787"
28,78850,95,762,N,2494,7257,139900,0.343668,non-default,"37,396"
31,103915,89,619,N,2436,5546,244030,0.439235,non-default,"40,171"
39,213150,102,787,N,1175,2339,154400,0.502351,non-default,"43,003"
38,136800,80,790,N,2225,4906,399000,0.453526,non-default,"45,787"
45,170000,85,777,Y,1871,5025,420000,0.372362,non-default,"44,228"
40,170905,95,791,N,920,2848,122265,0.323034,non-default,"44,476"
43,127890,102,738,N,1312,1552,122399,0.845361,non-default,"41,275"
34,30050,97,790,N,2193,8008,290000,0.273851,non-default,"46,984"
22,96900,95,691,N,1212,5500,156965,0.220364,non-default,"46,984"
29,108900,95,714,N,1439,3826,144000,0.376111,non-default,"55,970"
27,141875,98,662,N,1405,4800,141875,0.292708,non-default,"44,228"
37,192000,100,737,N,1301,3481,77500,0.373743,non-default,"45,787"
36,150400,100,697,N,2055,5147,256570,0.399262,non-default,"56,763"
37,75200,100,758,Y,2322,3480,114900,0.667241,non-default,"42,617"
37,216600,95,718,N,945,2925,65000,0.323077,non-default,"44,286"
34,125400,95,686,N,2726,6695,164100,0.40717,non-default,"43,217"
37,305900,90,553,N,3985,9333,161000,0.42698,non-default,"41,275"
54,125809,98,627,Y,2553,7305,255000,0.349487,non-default,"49,894"
40,178900,97,761,N,1230,4000,99000,0.3075,non-default,"40,171"
35,279000,90,716,N,415,1152,52380,0.360243,non-default,"44,286"
27,127000,100,662,N,2613,7340,192135,0.355995,non-default,"43,217"
35,95000,100,769,N,2434,5487,158230,0.443594,non-default,"41,275"
73,61750,95,779,Y,1613,8442,214000,0.191068,non-default,"38,550"
34,280550,99,637,N,871,1872,60000,0.465278,non-default,"44,476"
